offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
No,Cash Back,Letter,Low,2,No,Medium,2,1,5,Yes,1184.5,630.0,1204.0,1636.0,1268.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,1091.75,1958.0,1220.0,998.0,191.0
No,Cash Back,Letter,High,2,No,Low,3,2,6,Yes,1099.75,661.0,1513.0,1355.0,870.0
No,Cash Back,Letter,Medium,1,No,High,2,1,2,No,935.0,1357.0,943.0,759.0,681.0
No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1267.75,626.0,1526.0,2092.0,827.0
No,Points,Postcard,High,2,No,Low,1,1,5,Yes,958.25,1592.0,1684.0,451.0,106.0
No,Cash Back,Letter,Medium,1,Yes,High,2,1,3,No,223.0,103.0,237.0,345.0,207.0
No,Cash Back,Postcard,Medium,2,Yes,Low,1,1,3,Yes,1018.25,372.0,1214.0,1150.0,1337.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,5,Yes,910.75,1081.0,625.0,1169.0,768.0
No,Air Miles,Postcard,Medium,2,No,Medium,1,2,2,No,1074.75,1665.0,1238.0,899.0,497.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,1176.25,627.0,1282.0,1688.0,1108.0
No,Cash Back,Letter,Low,1,No,Medium,3,2,3,Yes,1128.25,768.0,1521.0,1340.0,884.0
No,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,1261.25,1185.0,811.0,2110.0,939.0
No,Points,Postcard,Low,1,No,Medium,4,1,3,Yes,1264.25,658.0,569.0,1693.0,2137.0
No,Points,Letter,Medium,1,No,Medium,2,2,4,Yes,723.5,535.0,924.0,831.0,604.0
No,Air Miles,Letter,Low,1,No,High,1,3,4,Yes,250.5,203.0,237.0,67.0,495.0
No,Air Miles,Postcard,Low,1,No,Low,2,2,4,Yes,1201.75,1009.0,914.0,961.0,1923.0
No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,926.75,1677.0,1210.0,715.0,105.0
No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,Yes,264.25,475.0,398.0,153.0,31.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1076.0,217.0,937.0,2057.0,1093.0
No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,No,1162.25,976.0,1275.0,1699.0,699.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,3,No,361.25,375.0,420.0,170.0,480.0
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,796.25,747.0,630.0,936.0,872.0
No,Air Miles,Letter,High,2,No,Low,3,1,4,No,1071.75,1757.0,1409.0,922.0,199.0
No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,3,No,1312.0,987.0,753.0,1627.0,1881.0
No,Points,Letter,Low,1,No,Low,2,2,5,Yes,1010.0,268.0,1252.0,1723.0,797.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,961.0,306.0,1342.0,979.0,1217.0
Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,688.0,621.0,670.0,584.0,877.0
No,Points,Postcard,High,2,No,Low,2,1,3,Yes,1243.75,895.0,1143.0,1610.0,1327.0
No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,1460.5,2191.0,1477.0,1301.0,873.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,No,1085.25,1952.0,1481.0,734.0,174.0
No,Air Miles,Letter,High,1,No,Low,4,1,6,Yes,880.75,221.0,914.0,1060.0,1328.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,238.5,242.0,336.0,252.0,124.0
No,Cash Back,Letter,Medium,2,No,Low,1,2,4,Yes,971.5,1541.0,1094.0,763.0,488.0
No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,726.75,902.0,771.0,698.0,536.0
No,Points,Letter,High,1,No,Medium,1,1,3,Yes,932.5,503.0,924.0,959.0,1344.0
No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1074.25,310.0,1080.0,1508.0,1399.0
No,Points,Postcard,High,3,No,Medium,2,1,4,Yes,1046.75,24.0,1334.0,1906.0,923.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,285.25,210.0,456.0,192.0,283.0
No,Cash Back,Letter,High,1,No,High,3,1,5,Yes,212.25,35.0,241.0,434.0,139.0
No,Points,Letter,Medium,1,No,High,3,1,3,No,704.5,677.0,532.0,652.0,957.0
No,Cash Back,Letter,Low,1,No,Low,1,1,5,Yes,306.75,407.0,93.0,469.0,258.0
No,Points,Postcard,High,1,No,High,2,1,4,No,296.5,257.0,383.0,84.0,462.0
No,Points,Letter,Low,1,No,Medium,3,1,4,No,1156.0,1838.0,1750.0,585.0,451.0
No,Cash Back,Postcard,Medium,1,No,Low,3,2,2,No,952.25,534.0,1026.0,1810.0,439.0
No,Air Miles,Letter,Low,2,No,High,1,1,2,No,1274.75,826.0,972.0,2114.0,1187.0
Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,992.0,1810.0,825.0,1142.0,191.0
No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,814.75,367.0,1078.0,1127.0,687.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,182.25,256.0,69.0,103.0,301.0
No,Points,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,942.75,1783.0,1058.0,917.0,13.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,3,Yes,1442.75,940.0,1152.0,1895.0,1784.0
No,Cash Back,Letter,High,1,No,High,3,1,5,Yes,747.0,576.0,706.0,896.0,810.0
No,Cash Back,Postcard,Low,1,Yes,Medium,2,1,3,No,1097.0,1992.0,1422.0,853.0,121.0
No,Air Miles,Letter,High,1,No,High,2,1,4,No,1049.25,1896.0,1478.0,631.0,192.0
No,Points,Postcard,High,1,No,Low,1,1,3,No,955.25,1850.0,1011.0,719.0,241.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,285.75,250.0,258.0,265.0,370.0
No,Air Miles,Postcard,High,1,No,Medium,4,1,3,No,988.25,1532.0,1297.0,873.0,251.0
No,Points,Letter,Low,1,No,High,1,1,4,Yes,1776.25,1453.0,1504.0,2294.0,1854.0
No,Air Miles,Postcard,High,1,Yes,Medium,3,1,3,No,1089.75,1248.0,1127.0,1531.0,453.0
No,Cash Back,Postcard,Medium,2,No,High,1,1,5,Yes,928.0,1624.0,1162.0,854.0,72.0
No,Air Miles,Letter,Low,2,No,Low,3,1,6,No,1086.5,1061.0,767.0,1620.0,898.0
No,Cash Back,Postcard,High,1,No,Low,1,1,2,Yes,847.5,177.0,1000.0,941.0,1272.0
No,Air Miles,Postcard,Low,1,No,Medium,1,2,5,No,1053.0,1745.0,1318.0,955.0,194.0
No,Cash Back,Postcard,Low,1,No,High,2,1,5,No,1050.75,1490.0,823.0,1035.0,855.0
No,Cash Back,Postcard,High,1,No,High,2,1,2,Yes,804.75,947.0,735.0,875.0,662.0
No,Air Miles,Postcard,High,1,Yes,Low,1,1,5,Yes,1462.0,916.0,1409.0,2183.0,1340.0
Yes,Air Miles,Postcard,Low,1,No,Low,1,1,1,Yes,889.25,252.0,487.0,1594.0,1224.0
No,Air Miles,Letter,High,1,No,Low,2,1,5,No,863.0,1727.0,1138.0,566.0,21.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1023.25,1732.0,1044.0,840.0,477.0
No,Cash Back,Letter,Medium,2,No,Medium,4,1,2,Yes,757.25,839.0,931.0,554.0,705.0
No,Points,Letter,Medium,2,No,High,1,1,4,Yes,782.0,833.0,675.0,643.0,977.0
No,Air Miles,Letter,Medium,1,No,Medium,2,2,3,No,751.0,811.0,670.0,621.0,902.0
No,Points,Postcard,Medium,1,No,High,2,2,4,No,1052.25,585.0,637.0,1189.0,1798.0
No,Points,Letter,High,1,No,High,2,1,4,No,1158.75,479.0,1242.0,1266.0,1648.0
No,Air Miles,Letter,High,1,No,High,2,1,4,No,1106.25,1802.0,952.0,946.0,725.0
No,Cash Back,Postcard,High,2,No,High,2,1,5,No,1040.0,1516.0,1493.0,1026.0,125.0
No,Cash Back,Letter,Low,1,No,High,1,1,3,No,761.5,946.0,707.0,555.0,838.0
No,Air Miles,Letter,Medium,2,No,Medium,3,1,6,Yes,680.75,507.0,544.0,868.0,804.0
No,Points,Letter,High,1,No,Low,1,1,3,No,1186.5,141.0,1616.0,1667.0,1322.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1252.75,673.0,1606.0,1937.0,795.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1198.0,1022.0,1414.0,1464.0,892.0
No,Cash Back,Letter,Medium,2,No,Low,1,1,2,No,1491.0,1323.0,1860.0,1327.0,1454.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1158.75,365.0,1391.0,1404.0,1475.0
No,Air Miles,Letter,Low,1,No,High,4,1,4,Yes,1063.25,1663.0,1423.0,812.0,355.0
No,Air Miles,Postcard,Low,1,Yes,Low,3,1,3,Yes,422.75,471.0,343.0,388.0,489.0
No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,3,Yes,886.25,1580.0,1268.0,609.0,88.0
Yes,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,164.25,111.0,50.0,392.0,104.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,2,No,1385.0,1334.0,1410.0,933.0,1863.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1089.75,1236.0,1270.0,1136.0,717.0
No,Points,Letter,High,1,No,High,4,1,2,Yes,724.5,914.0,926.0,528.0,530.0
Yes,Air Miles,Postcard,High,1,Yes,Medium,2,1,2,Yes,916.5,1448.0,976.0,988.0,254.0
No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,940.5155624165554,910.4506564307966,999.3921895861148,1042.0336003560303,810.18580329328
No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1421.5,1120.0,1862.0,2013.0,691.0
No,Air Miles,Letter,Medium,1,No,High,2,1,5,No,707.5,607.0,747.0,867.0,609.0
No,Air Miles,Postcard,Medium,2,No,Low,3,1,3,No,1235.75,1447.0,533.0,1804.0,1159.0
No,Air Miles,Postcard,Medium,2,No,Low,3,1,2,No,998.5,603.0,1252.0,1442.0,697.0
No,Points,Letter,High,1,No,High,3,1,1,No,1464.5,863.0,1792.0,2107.0,1096.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,704.0,534.0,718.0,576.0,988.0
Yes,Air Miles,Postcard,Low,1,No,Medium,3,2,5,Yes,1626.75,1501.0,1614.0,1747.0,1645.0
No,Cash Back,Letter,Low,2,No,High,1,1,2,Yes,296.5,333.0,87.0,422.0,344.0
No,Points,Letter,Medium,1,No,High,2,2,1,Yes,1376.75,836.0,1126.0,1748.0,1797.0
No,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,1221.0,1180.0,473.0,1558.0,1673.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,4,No,806.5,829.0,893.0,749.0,755.0
No,Cash Back,Letter,High,3,No,Low,2,1,5,Yes,1454.5,1206.0,1825.0,2213.0,574.0
Yes,Points,Postcard,Low,1,No,Low,2,1,3,No,1052.75,1053.0,573.0,1731.0,854.0
No,Air Miles,Postcard,High,1,No,Low,1,1,5,No,914.75,1508.0,1152.0,583.0,416.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,1011.5,64.0,583.0,1205.0,2194.0
No,Air Miles,Letter,Medium,2,No,High,1,1,3,No,334.0,445.0,155.0,380.0,356.0
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,984.75,1645.0,1356.0,504.0,434.0
No,Cash Back,Letter,High,1,Yes,Medium,3,1,5,Yes,1216.25,573.0,1218.0,1916.0,1158.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,794.0,172.0,1071.0,1409.0,524.0
No,Air Miles,Letter,High,2,Yes,Low,1,2,4,Yes,934.25,1235.0,1107.0,1122.0,273.0
No,Points,Postcard,Medium,2,No,Medium,3,1,4,No,864.75,1835.0,1113.0,438.0,73.0
No,Cash Back,Postcard,Medium,2,No,High,1,2,5,No,1034.5,1886.0,1174.0,865.0,213.0
No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,134.5,325.0,187.0,15.0,11.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,No,1252.0,635.0,888.0,1739.0,1746.0
No,Points,Postcard,Medium,1,No,Medium,4,1,5,Yes,1260.0,1798.0,1762.0,876.0,604.0
No,Cash Back,Letter,Medium,1,No,Low,3,1,3,No,1101.25,586.0,418.0,1502.0,1899.0
No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,784.5,827.0,689.0,993.0,629.0
No,Points,Postcard,Medium,1,No,High,1,1,2,No,777.75,651.0,963.0,798.0,699.0
No,Air Miles,Postcard,Medium,1,No,High,1,2,3,Yes,1343.25,776.0,1063.0,1412.0,2122.0
No,Points,Postcard,High,1,No,High,2,1,4,Yes,792.75,704.0,879.0,958.0,630.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,929.25,1722.0,1319.0,647.0,29.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,1,No,995.5,331.0,1186.0,1178.0,1287.0
No,Points,Letter,High,3,No,Low,4,1,4,No,1007.25,1503.0,1361.0,874.0,291.0
No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,4,Yes,849.25,1789.0,934.0,427.0,247.0
No,Points,Postcard,Medium,1,No,High,2,2,3,Yes,870.5,1556.0,1316.0,541.0,69.0
No,Cash Back,Letter,High,2,No,High,1,1,4,Yes,181.0,29.0,201.0,347.0,147.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,590.25,519.0,501.0,762.0,579.0
No,Air Miles,Letter,High,1,No,Low,1,1,5,Yes,107.5,40.0,165.0,215.0,10.0
No,Points,Postcard,Medium,1,No,High,1,1,3,No,884.0,644.0,530.0,1057.0,1305.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,679.25,505.0,660.0,933.0,619.0
No,Cash Back,Letter,High,1,No,High,2,1,1,Yes,1180.0,2005.0,1224.0,742.0,749.0
No,Air Miles,Postcard,Low,1,No,High,2,2,4,Yes,871.0,344.0,453.0,1702.0,985.0
No,Air Miles,Letter,Medium,1,Yes,High,1,1,3,Yes,1173.75,707.0,909.0,1704.0,1375.0
No,Air Miles,Letter,High,1,No,High,1,1,2,Yes,1446.25,1273.0,1071.0,2015.0,1426.0
No,Points,Letter,Low,1,No,High,2,1,2,Yes,338.25,398.0,435.0,119.0,401.0
No,Points,Postcard,Medium,2,No,High,3,1,5,No,737.25,170.0,725.0,1264.0,790.0
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,941.0,81.0,718.0,1249.0,1716.0
Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,No,1038.75,1677.0,1457.0,730.0,291.0
No,Points,Letter,High,1,No,Medium,1,3,2,No,954.25,1559.0,1053.0,971.0,234.0
No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,955.75,1403.0,1396.0,626.0,398.0
No,Points,Postcard,High,2,No,Medium,2,1,3,Yes,1030.5,812.0,731.0,1823.0,756.0
No,Cash Back,Postcard,Medium,1,Yes,High,1,1,5,Yes,1111.75,2105.0,821.0,1261.0,260.0
No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,254.25,298.0,85.0,378.0,256.0
Yes,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,745.5,505.0,877.0,632.0,968.0
No,Cash Back,Postcard,Low,1,No,Low,2,1,5,Yes,1275.25,345.0,1317.0,1776.0,1663.0
No,Points,Postcard,Low,1,No,Low,1,1,6,No,979.0,1558.0,1212.0,833.0,313.0
No,Air Miles,Postcard,Medium,1,No,Low,3,2,5,No,1185.0,1831.0,1225.0,1052.0,632.0
No,Points,Letter,High,2,No,High,1,2,4,Yes,1091.75,1415.0,942.0,996.0,1014.0
No,Points,Postcard,Low,2,Yes,Low,3,1,4,No,1031.75,1534.0,1364.0,1143.0,86.0
No,Cash Back,Postcard,High,1,Yes,Low,3,1,5,Yes,1116.0,159.0,1020.0,2080.0,1205.0
No,Air Miles,Postcard,High,1,No,High,1,2,5,Yes,1408.5,618.0,1660.0,2115.0,1241.0
No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1797.75,1932.0,1608.0,1782.0,1869.0
No,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,1123.75,269.0,1336.0,2192.0,698.0
No,Air Miles,Postcard,High,1,Yes,Medium,1,1,5,Yes,930.75,142.0,907.0,1317.0,1357.0
No,Cash Back,Letter,Low,1,No,Low,1,1,4,No,983.0,1714.0,1211.0,876.0,131.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1290.0,178.0,1832.0,1303.0,1847.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1158.25,369.0,1453.0,2096.0,715.0
No,Points,Letter,Medium,1,No,Low,2,1,4,No,202.0,14.0,145.0,191.0,458.0
No,Points,Postcard,High,1,No,Medium,1,1,3,Yes,285.5,417.0,432.0,95.0,198.0
No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,1272.0,739.0,1516.0,1628.0,1205.0
No,Points,Letter,High,1,No,Low,1,2,5,Yes,984.5,1817.0,1017.0,980.0,124.0
No,Cash Back,Letter,Low,1,No,High,2,2,4,Yes,1105.0,712.0,1498.0,1735.0,475.0
No,Points,Letter,High,1,No,Medium,1,1,3,Yes,726.25,971.0,536.0,862.0,536.0
No,Air Miles,Letter,Medium,1,No,Low,1,2,3,No,1026.25,1688.0,1272.0,989.0,156.0
No,Air Miles,Letter,Medium,1,No,High,2,1,2,No,763.0,738.0,530.0,872.0,912.0
No,Points,Letter,High,1,Yes,High,1,1,4,No,1205.25,450.0,1519.0,1969.0,883.0
No,Cash Back,Letter,Medium,2,No,High,3,1,4,Yes,1627.25,1129.0,1676.0,2297.0,1407.0
No,Air Miles,Letter,Medium,2,No,Medium,3,1,3,Yes,670.25,704.0,515.0,762.0,700.0
No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,No,1033.0,1834.0,1038.0,837.0,423.0
No,Points,Letter,Medium,2,No,Low,3,1,4,Yes,1206.75,850.0,1384.0,1325.0,1268.0
No,Points,Letter,Medium,2,No,High,1,1,2,Yes,1141.75,406.0,1055.0,1285.0,1821.0
No,Points,Letter,Low,1,No,High,2,1,4,No,1488.25,1361.0,1713.0,2246.0,633.0
No,Cash Back,Letter,Low,1,No,Low,1,2,2,Yes,276.5,154.0,299.0,263.0,390.0
No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1117.5,1501.0,1038.0,1389.0,542.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,767.75,900.0,600.0,862.0,709.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1101.25,360.0,1417.0,1779.0,849.0
No,Points,Postcard,High,1,No,High,1,1,3,No,128.25,115.0,12.0,333.0,53.0
No,Cash Back,Postcard,Low,2,No,Low,3,1,4,Yes,749.5,542.0,597.0,986.0,873.0
No,Air Miles,Postcard,Low,1,No,Low,1,2,5,Yes,936.75,1735.0,1272.0,695.0,45.0
No,Points,Letter,Medium,1,Yes,High,2,1,4,No,1021.75,475.0,953.0,1035.0,1624.0
No,Points,Letter,High,2,No,High,1,2,3,No,189.5,126.0,182.0,339.0,111.0
No,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,717.25,668.0,735.0,891.0,575.0
No,Air Miles,Postcard,Medium,1,No,High,1,2,2,Yes,1056.5,427.0,858.0,1891.0,1050.0
No,Points,Postcard,Medium,1,No,High,1,2,5,Yes,908.25,396.0,986.0,1399.0,852.0
No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1017.0,1823.0,801.0,412.0,1032.0
No,Points,Letter,High,2,No,Medium,1,1,2,Yes,941.25,157.0,1129.0,1696.0,783.0
No,Cash Back,Letter,Medium,1,No,High,1,2,3,Yes,1035.75,250.0,1725.0,1536.0,632.0
No,Points,Postcard,Medium,1,No,High,2,2,3,Yes,250.75,281.0,96.0,458.0,168.0
No,Air Miles,Postcard,Low,2,No,Low,1,1,5,Yes,959.5,1949.0,1146.0,521.0,222.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1688.25,1296.0,1680.0,1902.0,1875.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,2,4,No,1250.0,2127.0,981.0,849.0,1043.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,268.5,385.0,360.0,318.0,11.0
No,Cash Back,Letter,Low,1,No,Low,4,1,5,Yes,775.0,777.0,540.0,953.0,830.0
No,Points,Postcard,Low,2,No,Medium,2,1,4,Yes,1266.5,849.0,1514.0,2158.0,545.0
No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,1036.5,228.0,1108.0,1328.0,1482.0
No,Cash Back,Letter,Medium,3,No,High,2,1,3,Yes,185.0,113.0,367.0,95.0,165.0
No,Cash Back,Postcard,High,2,No,High,1,1,2,Yes,1075.5,1776.0,1485.0,801.0,240.0
No,Points,Letter,Medium,2,No,High,1,1,4,No,1054.0,171.0,1347.0,2008.0,690.0
No,Air Miles,Postcard,Medium,1,No,High,4,1,5,Yes,1185.25,1721.0,1319.0,1229.0,472.0
No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,916.5,553.0,841.0,1605.0,667.0
No,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1127.5,821.0,1157.0,944.0,1588.0
No,Points,Postcard,Medium,2,Yes,Medium,2,1,3,Yes,1160.75,1955.0,1417.0,789.0,482.0
No,Air Miles,Letter,Medium,2,No,High,3,1,5,Yes,917.75,656.0,989.0,1537.0,489.0
No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,1035.75,1805.0,1393.0,711.0,234.0
No,Air Miles,Postcard,High,1,No,Low,1,1,5,No,892.5,1703.0,1126.0,607.0,134.0
No,Points,Letter,High,1,No,High,2,2,3,Yes,1086.75,1830.0,1260.0,912.0,345.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,5,Yes,245.0,65.0,433.0,380.0,102.0
No,Cash Back,Postcard,Medium,2,Yes,High,1,1,4,Yes,1052.25,714.0,1277.0,940.0,1278.0
No,Points,Postcard,Medium,1,No,Medium,3,2,2,No,905.25,1473.0,691.0,995.0,462.0
No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,302.75,414.0,147.0,338.0,312.0
No,Air Miles,Letter,Low,1,No,High,1,2,2,Yes,865.5,354.0,976.0,1340.0,792.0
No,Cash Back,Postcard,Medium,1,No,Low,3,1,5,Yes,831.5,686.0,901.0,862.0,877.0
No,Air Miles,Letter,High,1,No,High,3,1,4,Yes,275.75,393.0,229.0,398.0,83.0
No,Points,Letter,Medium,1,No,Medium,2,3,6,No,1114.75,1645.0,1446.0,954.0,414.0
No,Points,Postcard,Medium,1,No,Medium,3,2,5,No,785.5,952.0,563.0,992.0,635.0
No,Cash Back,Letter,Medium,1,Yes,High,3,1,3,Yes,1035.5,277.0,1577.0,1427.0,861.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1080.5,830.0,1248.0,1185.0,1059.0
Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,789.5,620.0,918.0,856.0,764.0
No,Points,Postcard,High,2,No,Low,1,1,4,Yes,978.75,152.0,1212.0,892.0,1659.0
No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,940.25,12.0,1366.0,1844.0,539.0
No,Cash Back,Letter,High,1,No,Medium,2,1,5,Yes,1227.75,404.0,1621.0,1660.0,1226.0
No,Points,Letter,High,1,No,Low,2,1,6,Yes,1066.25,585.0,1140.0,924.0,1616.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,1059.75,2099.0,1277.0,572.0,291.0
No,Air Miles,Postcard,Low,2,No,Medium,2,1,1,No,1431.5,1378.0,1802.0,1552.0,994.0
No,Cash Back,Postcard,High,2,No,Medium,4,2,3,No,949.5,1803.0,1017.0,730.0,248.0
No,Air Miles,Letter,High,2,No,Low,2,1,3,No,1118.75,263.0,1667.0,2015.0,530.0
No,Cash Back,Postcard,High,1,No,Medium,3,1,2,Yes,802.25,701.0,545.0,982.0,981.0
No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,878.25,1562.0,1100.0,782.0,69.0
No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1086.5,507.0,762.0,896.0,2181.0
No,Points,Postcard,Low,1,No,High,2,1,5,Yes,733.0,933.0,524.0,643.0,832.0
No,Air Miles,Postcard,Low,1,No,Medium,3,1,4,No,1451.0,848.0,1730.0,2114.0,1112.0
No,Air Miles,Postcard,Low,2,No,Medium,1,2,4,Yes,1073.25,1553.0,1376.0,644.0,720.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,2073.25,1490.0,1704.0,1898.0,3201.0
No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1441.0,1294.0,1707.0,1380.0,1383.0
No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,671.75,968.0,577.0,640.0,502.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,No,206.25,239.0,199.0,97.0,290.0
No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,691.5,572.0,681.0,953.0,560.0
Yes,Points,Letter,Low,2,No,Medium,1,1,3,Yes,1052.5,59.0,1490.0,1659.0,1002.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,1066.25,1478.0,1624.0,1089.0,74.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1059.5,1684.0,1356.0,777.0,421.0
No,Air Miles,Letter,High,1,No,Low,1,1,5,Yes,1034.75,1946.0,1189.0,666.0,338.0
No,Points,Letter,High,1,No,Medium,2,2,5,No,758.75,713.0,944.0,731.0,647.0
No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,1030.5,204.0,475.0,1590.0,1853.0
No,Cash Back,Letter,Low,1,No,Low,1,1,5,No,1075.75,388.0,1054.0,1465.0,1396.0
No,Points,Postcard,Medium,1,No,Low,2,1,4,No,618.25,665.0,587.0,680.0,541.0
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1105.25,1379.0,446.0,1809.0,787.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,1136.5,1994.0,1331.0,704.0,517.0
No,Air Miles,Postcard,Low,2,Yes,Low,2,1,3,Yes,988.0,1981.0,1131.0,703.0,137.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,2,Yes,903.25,1738.0,1101.0,571.0,203.0
No,Points,Postcard,Medium,1,No,High,1,1,1,No,1059.75,720.0,1135.0,1361.0,1023.0
No,Cash Back,Postcard,High,1,No,High,3,1,4,No,1574.25,1297.0,1248.0,1859.0,1893.0
No,Points,Letter,Medium,1,Yes,Medium,3,2,3,Yes,282.75,338.0,484.0,250.0,59.0
No,Points,Postcard,High,1,No,High,2,1,1,No,1011.0,817.0,1100.0,828.0,1299.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,923.75,1373.0,953.0,553.0,816.0
No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1378.0,1042.0,1133.0,1849.0,1488.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1416.25,1359.0,1225.0,1433.0,1648.0
No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,997.0,1585.0,1210.0,915.0,278.0
